ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg06734406,0.386418373,5.20E-05,0.02197674,12,NA,AQP2,Body,chr12:50349079-50349525,Island,NA,
cg00730832,-0.599066604,5.26E-05,0.022155912,10,NA,FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2,1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr10:123356616-123358285,N_Shelf,NA,
cg27403265,-0.185508402,5.26E-05,0.022155912,16,NA,HS3ST2,TSS1500,chr16:22824616-22826459,Island,NA,
cg20731693,0.577843033,5.27E-05,0.022176786,13,NA,ADPRHL1,TSS200,,,NA,
cg14130459,0.369363098,5.28E-05,0.022186833,11,NA,SLC15A3;SLC15A3,1stExon;Body,chr11:60718428-60718888,Island,NA,
cg22645961,-0.48823651,5.29E-05,0.022186833,8,NA,,,,,NA,
cg10007075,0.50023264,5.29E-05,0.022186833,15,NA,,,chr15:101094520-101099493,Island,NA,
cg10424581,-0.560067403,5.30E-05,0.022186833,17,NA,,,,,TRUE,
cg06829681,-0.565308484,5.30E-05,0.022186833,11,NA,TEAD1,Body,,,TRUE,
cg11789684,-0.302619395,5.31E-05,0.022199563,7,NA,AGK,TSS200,chr7:141251013-141251472,Island,NA,Promoter_Associated_Cell_type_specific
cg00608540,-0.455504697,5.32E-05,0.022207824,5,NA,TRIM7;TRIM7;TRIM7;TRIM7;TRIM7,TSS200;Body;5'UTR;5'UTR;5'UTR,chr5:180630981-180632569,N_Shelf,NA,
cg01157261,0.681923273,5.33E-05,0.022258023,7,NA,MOSPD3;MOSPD3;MOSPD3;MOSPD3,Body;Body;Body;Body,chr7:100209594-100210655,Island,TRUE,Promoter_Associated
cg03768622,-0.626578672,5.35E-05,0.022266879,1,NA,ROR1;ROR1,TSS1500;TSS1500,chr1:64239465-64240779,N_Shore,NA,Unclassified
cg01921432,-0.322823339,5.35E-05,0.022266879,1,NA,BARHL2,1stExon,chr1:91182509-91182857,Island,NA,
cg18948199,0.665287512,5.35E-05,0.022266879,12,NA,KSR2,Body,,,NA,Unclassified
cg03782202,-0.400297925,5.39E-05,0.022360883,2,NA,HOXD11,TSS1500,chr2:176971706-176972305,Island,NA,
cg05790380,0.375571361,5.40E-05,0.022360883,1,NA,PRDM16;PRDM16,Body;Body,chr1:3147845-3148081,N_Shelf,NA,
cg26572839,0.370619396,5.40E-05,0.022360883,12,NA,,,,,NA,
cg05605445,0.221791214,5.40E-05,0.022360883,2,NA,NCRNA00164;NCRNA00164,Body;TSS200,,,NA,
cg11990630,0.502083017,5.40E-05,0.022360883,13,NA,,,chr13:100641334-100642188,Island,TRUE,Unclassified_Cell_type_specific
ch.18.546433R,-0.906511689,5.42E-05,0.022375863,18,NA,,,,,NA,
cg06921549,0.373604805,5.43E-05,0.022375863,19,NA,GCDH;SYCE2;GCDH,Body;3'UTR;Body,,,NA,
cg06035250,0.331331774,5.43E-05,0.022375863,1,NA,ALPL,TSS1500,chr1:21835548-21836344,N_Shore,NA,Unclassified
cg00106989,-0.347961998,5.44E-05,0.022375863,5,NA,LOC729678,Body,chr5:180258186-180258784,Island,NA,Promoter_Associated
cg16457196,-0.305307388,5.44E-05,0.022375863,5,NA,DDX41,TSS1500,chr5:176943525-176944508,Island,NA,Promoter_Associated
cg07570470,-0.437831638,5.45E-05,0.022375863,8,NA,,,chr8:142318353-142319155,Island,NA,
cg08720746,0.522369003,5.45E-05,0.022375863,10,NA,C10orf93,Body,chr10:134755663-134756852,N_Shore,TRUE,
cg02613803,-0.425031058,5.46E-05,0.022375863,21,TRUE,TMPRSS2;TMPRSS2,Body;5'UTR,chr21:42878751-42880674,Island,NA,
cg17678740,0.761764785,5.47E-05,0.022375863,7,NA,,,chr7:53254982-53255204,N_Shore,NA,
cg04607024,0.412464332,5.47E-05,0.022375863,16,NA,PARD6A;ACD;ACD;PARD6A;ACD,Body;TSS1500;TSS1500;Body;TSS1500,chr16:67693451-67695560,S_Shore,NA,
cg02056135,-0.697371426,5.48E-05,0.022375863,2,TRUE,SP110;SP110;SP110,5'UTR;5'UTR;5'UTR,,,TRUE,Promoter_Associated
cg03124313,-0.468309532,5.50E-05,0.022375863,19,NA,GAPDHS;TMEM147,Body;TSS1500,chr19:36036002-36036607,Island,NA,
cg03225109,0.632513649,5.50E-05,0.022375863,2,NA,,,chr2:219773546-219774103,N_Shore,TRUE,Promoter_Associated
cg02908942,-0.527395218,5.50E-05,0.022375863,12,NA,CHST11,TSS1500,chr12:104850253-104852395,N_Shore,NA,
cg00499509,-0.423058496,5.51E-05,0.022375863,1,NA,LOC728855,Body,chr1:149605514-149605903,Island,NA,
cg20513976,0.685401193,5.52E-05,0.022375863,20,NA,LIME1,TSS200,chr20:62368955-62371962,N_Shore,NA,Promoter_Associated
cg10824722,0.327979674,5.52E-05,0.022375863,1,NA,,,,,NA,
cg22215836,0.285254123,5.52E-05,0.022375863,17,NA,,,chr17:81024122-81024360,S_Shelf,NA,Unclassified_Cell_type_specific
cg23260190,-0.317368268,5.52E-05,0.022375863,10,NA,ENTPD7;ENTPD7,1stExon;5'UTR,chr10:101418868-101419589,Island,NA,Promoter_Associated
cg25476713,0.237258115,5.52E-05,0.022375863,8,NA,FLJ10661,Body,,,NA,
cg08246036,-0.226185408,5.53E-05,0.022391957,12,NA,NEDD1;NEDD1;NEDD1;NEDD1,5'UTR;5'UTR;TSS200;5'UTR,chr12:97300802-97301287,Island,NA,Promoter_Associated
cg06370771,-0.571770123,5.55E-05,0.022430337,1,NA,PAX7;PAX7;PAX7,Body;Body;Body,chr1:18962842-18963481,N_Shore,NA,Unclassified_Cell_type_specific
cg06728306,0.354719562,5.58E-05,0.022439077,21,NA,MRPS6;SLC5A3,TSS1500;TSS1500,chr21:35445087-35446013,Island,NA,Promoter_Associated_Cell_type_specific
cg09069412,0.325874835,5.58E-05,0.022439077,7,NA,,,,,NA,
cg07376029,-0.489697167,5.59E-05,0.022439077,4,TRUE,GC,TSS1500,,,NA,
cg14430441,-0.253021593,5.59E-05,0.022439077,15,NA,,,chr15:89901914-89902785,Island,TRUE,Unclassified
cg22610106,0.609118917,5.60E-05,0.022439077,6,NA,RPS6KA2,Body,,,NA,
cg14425564,0.334648212,5.61E-05,0.022439077,9,NA,LHX2,Body,,,NA,
cg16199277,-0.850362693,5.61E-05,0.022439077,3,NA,,,,,NA,
cg20168412,-0.428949418,5.62E-05,0.022439077,3,NA,,,chr3:13323438-13324929,Island,NA,Unclassified
cg25738236,0.416493984,5.63E-05,0.022439077,17,NA,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500,chr17:41278134-41278460,S_Shore,NA,
cg13028789,-0.3724426,5.64E-05,0.022439077,6,NA,ANKS1A;TAF11,TSS200;TSS1500,chr6:34856826-34857664,Island,NA,Promoter_Associated
cg00859280,-0.390055605,5.64E-05,0.022439077,14,NA,C14orf70,Body,,,NA,Unclassified_Cell_type_specific
cg07427475,0.422431164,5.65E-05,0.022439077,8,NA,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;Body;Body;Body;Body;Body,chr8:145008908-145009407,N_Shore,NA,Unclassified
cg22843395,-0.226928366,5.67E-05,0.022439077,14,NA,TRAPPC6B;TRAPPC6B,TSS200;TSS200,chr14:39639364-39639635,S_Shore,NA,Promoter_Associated
cg06692871,-0.523519174,5.67E-05,0.022439077,8,NA,YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ,TSS1500;TSS1500;5'UTR;5'UTR;TSS1500;5'UTR,chr8:101962644-101965427,Island,NA,Promoter_Associated
cg01471153,0.377586292,5.68E-05,0.022439077,15,NA,GOLGA8B,TSS1500,chr15:34874861-34876425,Island,NA,
cg14296049,0.46303538,5.68E-05,0.022439077,22,NA,CHCHD10,3'UTR,chr22:24110029-24110995,N_Shore,NA,
cg06171420,-0.475659165,5.68E-05,0.022439077,21,NA,,,chr21:47057462-47057820,S_Shore,NA,
cg02164129,-0.396071524,5.69E-05,0.022439077,5,NA,OTP,Body,chr5:76925445-76926875,Island,TRUE,
cg07750130,0.529476196,5.69E-05,0.022439077,7,NA,,,chr7:1703861-1710517,Island,TRUE,
cg22824635,0.812934687,5.69E-05,0.022439077,19,NA,NFIX,Body,chr19:13112170-13112809,Island,NA,
cg24525540,-0.662380745,5.70E-05,0.022439077,4,NA,,,,,NA,
cg02471194,-0.317456665,5.70E-05,0.022439077,7,NA,ZYX;ZYX,TSS200;TSS200,chr7:143077469-143079169,Island,NA,Promoter_Associated
cg17598704,0.207653343,5.71E-05,0.022439077,4,NA,ARHGAP10,Body,,,TRUE,
cg17348479,0.4995105,5.72E-05,0.022439077,14,NA,,,,,NA,
cg27180153,-0.332761486,5.72E-05,0.022439077,13,NA,,,chr13:25319668-25322255,Island,NA,
cg02611970,-0.406308947,5.72E-05,0.022439077,6,NA,,,,,NA,Unclassified
ch.18.308031F,-0.612960417,5.73E-05,0.022439077,18,NA,SEH1L;SEH1L,Body;Body,,,NA,
cg17929770,0.380662969,5.73E-05,0.022439077,19,NA,RSPH6A;RSPH6A,1stExon;5'UTR,chr19:46318490-46319266,Island,NA,
cg23659696,-0.186574922,5.73E-05,0.022439077,6,NA,C6orf64,TSS200,chr6:39082427-39083054,Island,NA,Promoter_Associated
cg26662102,0.486183283,5.74E-05,0.022439077,1,NA,AJAP1;AJAP1,Body;Body,,,NA,
cg07068062,-0.460586727,5.74E-05,0.022439077,19,NA,FLJ40125,1stExon,chr19:46001830-46002686,Island,NA,Unclassified
cg05636131,0.819606178,5.74E-05,0.022439077,7,NA,ZNF398;ZNF398,5'UTR;TSS1500,chr7:148844254-148845556,N_Shore,NA,Promoter_Associated
cg08281469,0.543220037,5.74E-05,0.022439077,7,NA,LOC407835,Body,chr7:128766335-128767982,Island,NA,
cg01440796,-0.437747376,5.75E-05,0.02244066,2,NA,,,,,TRUE,
cg20647005,0.350914113,5.77E-05,0.022511452,22,NA,POM121L10P;LOC644165,Body;Body,,,NA,
cg03906681,0.608138919,5.78E-05,0.022516416,15,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg14162627,0.452030581,5.79E-05,0.022516416,9,NA,ZNF322B,TSS1500,chr9:99962136-99962426,S_Shore,NA,
cg19600670,-0.94269265,5.79E-05,0.022516416,1,NA,CDC73,TSS1500,chr1:193090728-193091224,N_Shore,NA,Promoter_Associated
cg09998078,0.469131743,5.80E-05,0.022516416,14,NA,,,,,TRUE,
cg12673726,0.634398911,5.81E-05,0.022516416,10,NA,ABCC2,Body,,,NA,Unclassified
cg05157492,0.332675197,5.81E-05,0.022516416,6,NA,CLIC1;DDAH2,Body;TSS1500,chr6:31695894-31698245,S_Shore,NA,
cg15753593,0.25917464,5.82E-05,0.022516416,2,NA,,,,,NA,
cg16627086,0.314832966,5.82E-05,0.022522632,6,NA,COL11A2;COL11A2;COL11A2,Body;Body;Body,,,NA,
cg08530414,-0.38137297,5.85E-05,0.022562392,11,TRUE,CD44;CD44;CD44;CD44;CD44,TSS200;TSS200;TSS200;TSS200;TSS200,chr11:35160375-35161000,Island,NA,Promoter_Associated
cg15357945,-0.503084034,5.85E-05,0.022562392,11,TRUE,PRG2,TSS1500,,,NA,
cg14365143,0.534922444,5.87E-05,0.022646017,21,NA,,,chr21:48087200-48088106,Island,TRUE,Unclassified_Cell_type_specific
cg08455772,-0.319204958,5.89E-05,0.022646574,12,NA,FLJ12825,Body,chr12:54454249-54454458,N_Shelf,NA,
cg20745457,-0.282685044,5.89E-05,0.022646574,6,NA,,,chr6:170604411-170606479,Island,NA,
cg06518251,-0.468723398,5.89E-05,0.022646574,11,NA,ALDH3B1,TSS200,,,NA,
cg20201475,-0.200347273,5.90E-05,0.022646574,3,NA,MECOM,Body,chr3:168867211-168867413,Island,TRUE,Unclassified
cg24339935,-0.211403476,5.90E-05,0.022646574,9,NA,TDRD7,TSS200,chr9:100174099-100174946,Island,NA,Promoter_Associated
cg07639963,-0.266917252,5.93E-05,0.022701987,12,NA,ZDHHC17,TSS200,chr12:77157518-77158405,Island,NA,Promoter_Associated
cg06326072,0.655880531,5.93E-05,0.022701987,11,NA,DLAT,TSS200,chr11:111895576-111896447,N_Shore,NA,
cg04024481,0.391267612,5.94E-05,0.022702278,13,NA,MCF2L;MCF2L,3'UTR;3'UTR,chr13:113750486-113751565,S_Shore,TRUE,
cg25568703,0.300159824,5.95E-05,0.022717399,5,NA,,,,,NA,
ch.10.6339581F,-0.52859369,5.95E-05,0.022717399,10,NA,,,,,NA,
cg04487904,0.391462464,5.96E-05,0.022717399,5,NA,NSD1;NSD1,Body;Body,chr5:176693340-176693631,Island,NA,
cg04340895,-0.695626111,5.96E-05,0.022718435,4,NA,COMMD8,Body,chr4:47465510-47465819,N_Shelf,NA,
cg09720573,0.39175065,5.97E-05,0.022718435,12,NA,,,chr12:110150047-110150262,Island,NA,Unclassified_Cell_type_specific
cg07455757,-0.367295928,5.99E-05,0.022731507,16,NA,,,chr16:54970301-54972846,N_Shore,NA,Unclassified_Cell_type_specific
cg01618530,-0.427719864,5.99E-05,0.022731507,8,NA,ATP6V1H;ATP6V1H;ATP6V1H,TSS200;TSS1500;TSS200,chr8:54755576-54756109,Island,NA,Promoter_Associated
cg13804571,0.268282476,5.99E-05,0.022731507,10,NA,,,,,NA,Unclassified_Cell_type_specific
cg09284066,0.574730356,6.01E-05,0.022740389,7,NA,,,chr7:25891956-25892615,Island,NA,Unclassified
cg06883848,-0.4238079,6.01E-05,0.022740389,12,NA,CYP27B1,Body,chr12:58158855-58160000,S_Shore,TRUE,Unclassified
cg14648311,0.437037862,6.02E-05,0.022740389,17,NA,,,,,NA,
cg07329251,-0.58613616,6.03E-05,0.022740389,11,NA,AMPD3;AMPD3;AMPD3,TSS200;TSS1500;Body,chr11:10472000-10472857,S_Shelf,NA,
cg17584014,0.248830411,6.03E-05,0.022740389,3,NA,,,chr3:129721368-129722131,S_Shore,NA,
cg07805240,-0.236581698,6.04E-05,0.022740389,7,NA,GLCCI1,TSS200,chr7:8008097-8009495,Island,NA,Promoter_Associated
cg11243680,-0.219983998,6.04E-05,0.022740389,12,NA,AMN1;AMN1,Body;Body,chr12:31881630-31882461,Island,NA,Unclassified
cg07446438,0.416816648,6.05E-05,0.022740389,18,NA,TAF4B,TSS200,chr18:23806283-23807093,N_Shore,NA,Promoter_Associated
cg06777472,-0.530800746,6.05E-05,0.022740389,20,NA,,,chr20:57875317-57876126,N_Shelf,NA,
cg26872138,-0.329494251,6.06E-05,0.022740389,3,NA,MME;MME;MME;MME,TSS200;5'UTR;TSS200;5'UTR,chr3:154797398-154797988,Island,NA,
cg22148138,-0.451309834,6.07E-05,0.022740389,19,NA,BCL2L12;BCL2L12,Body;Body,chr19:50173380-50173753,S_Shore,NA,Unclassified
cg03474903,-0.228290934,6.07E-05,0.022740389,20,NA,KIAA1755,TSS200,chr20:36888891-36889442,Island,TRUE,
cg15043642,-0.437441663,6.07E-05,0.022740389,5,NA,ARAP3,TSS200,,,NA,Unclassified
cg02860749,0.464939163,6.08E-05,0.022740389,19,NA,KLHL26,3'UTR,chr19:18778485-18780041,S_Shore,NA,
cg01078434,-0.506071279,6.08E-05,0.022740389,6,TRUE,MAS1L,1stExon,,,NA,
cg06128182,-0.215549786,6.09E-05,0.022742386,19,NA,DNMT1;DNMT1,TSS200;TSS200,chr19:10304966-10305864,Island,NA,Promoter_Associated
cg08506606,0.414015049,6.09E-05,0.022742386,10,NA,,,chr10:82295501-82296192,Island,NA,Promoter_Associated
cg26472036,0.397839858,6.13E-05,0.022848869,19,NA,C19orf35,Body,chr19:2275711-2276372,S_Shore,NA,
cg14569778,0.313590484,6.17E-05,0.022993805,17,NA,LRRC37B2,Body,,,NA,
cg18165186,0.255223691,6.19E-05,0.023020622,3,NA,SEMA3B;SEMA3B,3'UTR;3'UTR,chr3:50312687-50314419,Island,NA,
cg00220335,0.317478147,6.20E-05,0.023065801,5,NA,CLPTM1L,Body,chr5:1344545-1345469,N_Shore,NA,
cg24940583,-0.334159498,6.24E-05,0.023139945,1,NA,KIAA0319L,5'UTR,chr1:36022680-36023834,N_Shore,TRUE,
cg24841511,0.957426552,6.24E-05,0.023139945,1,NA,PTPRF;PTPRF,Body;Body,chr1:44070892-44071142,N_Shore,NA,
cg18452880,-0.488312753,6.25E-05,0.023159659,6,NA,C6orf70;TCTE3,Body;TSS200,chr6:170151351-170152131,Island,NA,Promoter_Associated
cg13850325,-0.408003284,6.25E-05,0.023159659,6,NA,REPS1;REPS1;REPS1;REPS1,1stExon;5'UTR;5'UTR;1stExon,chr6:139308498-139309559,Island,NA,
cg17969123,-0.355643146,6.28E-05,0.023213468,19,NA,,,,,NA,
cg19239278,0.402111063,6.29E-05,0.023213468,19,NA,GATAD2A,5'UTR,chr19:19516021-19517383,N_Shelf,NA,
cg09911747,-0.505338754,6.29E-05,0.023213468,14,NA,BCL11B;BCL11B,Body;Body,chr14:99640360-99642767,S_Shelf,NA,Unclassified_Cell_type_specific
cg20889476,-0.281731011,6.29E-05,0.023217677,12,NA,THAP2;ZFC3H1;ZFC3H1,TSS200;5'UTR;1stExon,chr12:72056768-72057787,Island,NA,Promoter_Associated
cg12454419,-0.19527937,6.31E-05,0.023219594,4,NA,SCARB2,TSS200,chr4:77134566-77135377,Island,NA,Promoter_Associated
cg25265805,0.328070759,6.31E-05,0.023219594,15,NA,SNORD115-8,TSS1500,,,NA,
cg16955407,0.415316217,6.31E-05,0.023219594,6,NA,NEDD9,Body,,,NA,
cg24365417,-0.666416414,6.36E-05,0.023378519,2,NA,PDE11A,Body,chr2:178937595-178937907,S_Shore,NA,
cg13300710,-0.340715962,6.39E-05,0.02342529,11,NA,PRDM11,Body,chr11:45168618-45169101,N_Shore,NA,
cg27308432,0.332165693,6.39E-05,0.02342529,3,NA,,,,,TRUE,
cg19506794,0.442178663,6.39E-05,0.02342529,14,NA,,,,,NA,
cg08805662,-0.321829897,6.41E-05,0.0234645,2,NA,,,chr2:70369139-70370130,Island,NA,Promoter_Associated
cg20462561,0.564800094,6.41E-05,0.0234645,1,NA,,,chr1:228890742-228890951,Island,NA,
cg09297409,0.316537649,6.44E-05,0.023511598,22,NA,,,chr22:23863760-23864379,S_Shelf,NA,
cg01748414,-0.630108326,6.44E-05,0.023511598,6,NA,MYLK4,Body,,,NA,
cg01288167,0.487886666,6.45E-05,0.023523383,8,NA,,,chr8:143535484-143535892,N_Shore,TRUE,
cg04762129,0.256148239,6.48E-05,0.023574508,6,NA,,,,,TRUE,
cg13558695,0.387803847,6.49E-05,0.023574508,2,NA,DNMT3A;DNMT3A,Body;Body,chr2:25499763-25500429,Island,TRUE,Promoter_Associated
cg12984580,-0.514567851,6.49E-05,0.023574508,8,NA,,,chr8:11549858-11550166,Island,NA,
cg00357221,-0.431150006,6.50E-05,0.023574508,10,NA,TECTB,TSS200,,,NA,
cg24681408,0.370199057,6.50E-05,0.023574508,17,NA,LOC92659;MAFG,Body;TSS1500,chr17:79884679-79887084,Island,NA,Unclassified
cg17964981,-0.565795464,6.50E-05,0.023574508,20,NA,CDH22,Body,chr20:44803064-44803662,Island,TRUE,Unclassified
cg04828041,0.292380892,6.51E-05,0.0235955,4,NA,N4BP2,Body,,,NA,
cg05022673,-0.260229948,6.58E-05,0.023797596,6,NA,DST;BEND6,TSS200;TSS1500,chr6:56818873-56820308,Island,NA,
cg12121965,-0.216079667,6.58E-05,0.023797596,21,NA,PTTG1IP;PTTG1IP,5'UTR;1stExon,chr21:46292709-46294744,Island,NA,Promoter_Associated
cg12061236,0.452534874,6.60E-05,0.023824181,6,TRUE,AKAP12,TSS1500,chr6:151560766-151560993,Island,NA,
cg01145398,-0.520890622,6.60E-05,0.023824181,10,NA,,,chr10:135075001-135075452,Island,NA,Promoter_Associated
cg00818106,0.727952613,6.61E-05,0.023842516,10,NA,PWWP2B;PWWP2B,3'UTR;Body,chr10:134218268-134219615,S_Shore,TRUE,Gene_Associated_Cell_type_specific
cg14283783,-0.506356753,6.62E-05,0.023842516,13,NA,FLT1;FLT1;FLT1;FLT1,TSS1500;TSS1500;TSS1500;TSS1500,chr13:29067788-29069977,Island,NA,
cg27230472,0.549041733,6.64E-05,0.023877593,16,NA,WWOX,Body,,,NA,
cg10252235,0.526117135,6.64E-05,0.023877593,14,NA,DYNC1H1,Body,,,NA,
cg09318068,0.423788573,6.66E-05,0.023937889,1,NA,OR6K3,TSS1500,,,NA,
cg11889002,-0.297342138,6.68E-05,0.023952367,15,NA,LYSMD2;LYSMD2;LYSMD2,5'UTR;5'UTR;1stExon,chr15:52029230-52030135,Island,NA,Promoter_Associated
cg18702971,-0.632758064,6.68E-05,0.023952367,22,NA,THOC5;THOC5;THOC5;THOC5,Body;Body;Body;Body,,,NA,Gene_Associated_Cell_type_specific
cg17061595,0.247273986,6.70E-05,0.023952585,4,NA,C4orf42;C4orf42,3'UTR;1stExon,chr4:1241412-1244111,S_Shore,NA,
cg00090782,-0.394617025,6.70E-05,0.023952585,10,NA,,,chr10:43248523-43250912,Island,NA,Unclassified_Cell_type_specific
cg25375290,-0.461662319,6.70E-05,0.023952585,22,NA,SGSM3;SGSM3,5'UTR;1stExon,chr22:40766459-40767033,Island,NA,Promoter_Associated
cg13506288,0.637987218,6.70E-05,0.023952585,10,NA,PWWP2B;PWWP2B,3'UTR;Body,chr10:134218268-134219615,S_Shelf,TRUE,Gene_Associated_Cell_type_specific
cg22375853,0.392448039,6.71E-05,0.023957062,17,NA,BCAS3;BCAS3,Body;Body,,,NA,
cg14459011,0.571770545,6.72E-05,0.023957062,4,NA,NHEDC2,TSS1500,chr4:103997208-103998007,S_Shore,NA,Promoter_Associated
cg10840007,-0.347822995,6.74E-05,0.023998002,14,NA,CDCA4;CDCA4,TSS200;TSS200,chr14:105486611-105487915,Island,NA,Promoter_Associated
cg18456782,0.377107989,6.76E-05,0.024059738,15,NA,OCA2,Body,chr15:28051538-28051790,Island,NA,
cg02546941,0.3235535,6.79E-05,0.024144926,17,NA,,,chr17:73030676-73031160,Island,NA,Promoter_Associated
cg19880942,0.49893618,6.84E-05,0.024275245,8,NA,C8orf34,Body,,,TRUE,
cg11342821,-0.583371374,6.84E-05,0.024275245,1,NA,,,,,TRUE,
cg20268893,0.764401516,6.85E-05,0.024275245,2,NA,NCK2;NCK2,5'UTR;5'UTR,chr2:106361032-106362218,S_Shore,NA,
cg09260951,-0.205952225,6.85E-05,0.024275245,22,NA,JOSD1,TSS200,chr22:39096373-39097754,Island,NA,Promoter_Associated
cg24789348,-0.255094907,6.86E-05,0.024275245,10,NA,,,chr10:28957408-28958116,Island,NA,
cg15164871,-0.263395939,6.86E-05,0.024279062,12,NA,VPS37B,1stExon,chr12:123380333-123380894,Island,NA,Promoter_Associated
cg02577745,0.351802285,6.89E-05,0.024349923,14,NA,MIR493,TSS1500,,,NA,
cg19912883,0.304437449,6.91E-05,0.024394384,2,NA,RGPD2,TSS200,chr2:87140786-87141107,Island,NA,
cg19598685,-0.218526671,6.92E-05,0.024394384,12,NA,ACACB,Body,chr12:109592315-109592633,Island,NA,Promoter_Associated
cg16945312,-0.385982731,6.93E-05,0.024394384,6,NA,FOXF2,Body,chr6:1393049-1394170,N_Shore,NA,
cg10524888,-0.462232894,6.93E-05,0.024394384,4,NA,UGDH,TSS1500,chr4:39528728-39529723,Island,NA,
cg00215801,-0.332233837,6.94E-05,0.02439537,6,NA,TAF11;TAF11;ANKS1A,1stExon;5'UTR;TSS1500,chr6:34855604-34855888,Island,NA,Promoter_Associated
cg03045764,0.443315506,6.94E-05,0.02439537,14,NA,TMEM229B,3'UTR,chr14:67940174-67940670,N_Shore,NA,
cg10414829,0.277775816,6.96E-05,0.024430352,10,NA,SNCG,Body,,,TRUE,
cg10510159,0.46515934,6.97E-05,0.024437967,16,NA,LONP2,Body,,,NA,
cg14873699,0.42775343,6.99E-05,0.024449656,7,NA,PRKAG2;PRKAG2,Body;Body,,,NA,
cg22837321,-0.469451936,6.99E-05,0.024449656,15,NA,,,,,NA,
cg25557739,-0.538468756,6.99E-05,0.024449656,14,NA,,,,,TRUE,
cg14498745,0.272366152,7.00E-05,0.024449656,7,NA,KEL,3'UTR,,,NA,
cg02710461,0.31476751,7.01E-05,0.024463037,12,NA,CSAD,Body,,,TRUE,
cg14120784,0.681689253,7.01E-05,0.024463037,7,TRUE,GTF2IRD1;GTF2IRD1,TSS1500;TSS1500,chr7:73867787-73868061,N_Shore,NA,
cg24271566,0.471684804,7.03E-05,0.024512925,6,NA,SKIV2L,Body,chr6:31939730-31940559,N_Shelf,NA,
cg26331172,0.483467464,7.05E-05,0.024559769,1,NA,SEMA6C,5'UTR,chr1:151118049-151119373,Island,NA,Promoter_Associated
cg17470198,-0.594237091,7.07E-05,0.024578014,4,NA,,,chr4:26858872-26859408,N_Shelf,NA,Unclassified_Cell_type_specific
cg10172432,0.527020137,7.08E-05,0.024578014,13,NA,,,chr13:95357589-95357883,N_Shore,NA,
cg18126802,-0.668674197,7.08E-05,0.024578014,1,NA,DNM3;DNM3,Body;Body,,,TRUE,
cg08533221,0.411852581,7.09E-05,0.024578014,13,NA,,,,,NA,
cg06937357,-0.43090622,7.10E-05,0.024578014,14,NA,PACS2;PACS2,Body;Body,chr14:105836031-105836386,S_Shore,NA,Unclassified
cg17442269,0.22976597,7.10E-05,0.024578014,17,NA,,,chr17:15652534-15653138,N_Shelf,NA,
cg05417332,-0.462295623,7.11E-05,0.024578014,16,NA,YPEL3;TBX6;YPEL3,3'UTR;TSS1500;3'UTR,chr16:30102816-30103695,S_Shore,NA,Promoter_Associated
cg02490942,0.65985674,7.11E-05,0.024578014,13,NA,ATP11A;ATP11A,Body;Body,chr13:113492486-113492836,N_Shore,NA,
cg21629349,-0.332899263,7.12E-05,0.024578014,11,NA,TMEM132A;TMEM132A,TSS200;TSS200,chr11:60691785-60692532,Island,NA,Unclassified
cg21333026,0.245248833,7.12E-05,0.024578014,2,NA,TRIP12,Body,,,NA,
cg08039116,-0.40139826,7.13E-05,0.024578014,7,NA,HECW1;HECW1,1stExon;5'UTR,chr7:43152020-43153340,Island,NA,
cg12996417,-0.323963431,7.13E-05,0.024578014,4,NA,PRSS48,TSS1500,,,NA,Unclassified_Cell_type_specific
cg07180475,0.372618608,7.15E-05,0.024616761,16,NA,,,,,NA,
cg27166707,0.403980239,7.16E-05,0.024622227,12,NA,A2M,Body,,,NA,
cg22561845,0.654431214,7.17E-05,0.024622227,8,NA,,,chr8:789923-790798,N_Shelf,NA,
cg27393126,-0.35848533,7.18E-05,0.024622227,1,NA,C1orf173;C1orf173,1stExon;5'UTR,,,NA,
cg00319686,0.897443798,7.18E-05,0.024622227,15,NA,MAP2K1,Body,chr15:66678895-66679963,S_Shore,NA,Promoter_Associated
cg07602073,0.475161872,7.20E-05,0.024682528,1,NA,TRIM17;TRIM11;TRIM17;TRIM17,3'UTR;TSS1500;3'UTR;3'UTR,chr1:228593811-228594713,S_Shore,NA,
cg03396324,0.415420651,7.21E-05,0.024682528,3,NA,FAM131A;FAM131A,Body;Body,chr3:184056419-184056671,S_Shelf,NA,Unclassified_Cell_type_specific
cg02884346,-0.242876295,7.22E-05,0.02468441,4,NA,WFS1;WFS1,TSS200;TSS200,chr4:6271280-6272182,Island,NA,Promoter_Associated
