ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg04111789,0.414145212,0.001253378,0.030569956,6,NA,CCND3;CCND3;CCND3;CCND3,Body;Body;5'UTR;Body,chr6:41908745-41909711,N_Shore,NA,Promoter_Associated
cg04112100,-0.348696086,0.003065933,0.045825081,2,NA,KYNU;KYNU,Body;Body,,,TRUE,
cg04112539,-0.421946493,0.000327568,0.0177803,6,NA,RREB1;RREB1;RREB1;RREB1;RREB1,1stExon;TSS200;TSS200;5'UTR;TSS200,chr6:7107075-7109854,Island,NA,
cg04112842,0.371915765,0.000785532,0.024909719,22,NA,DEPDC5,3'UTR,,,NA,
cg04113056,-0.21304273,8.34E-05,0.011073635,14,NA,PPP2R5E,TSS1500,chr14:64009645-64010525,S_Shore,NA,Promoter_Associated
cg04113348,0.328685185,0.001345018,0.031480933,1,NA,CORT;APITD1;CORT,1stExon;Body;5'UTR,,,NA,
cg04115307,0.246056047,0.003024053,0.045532661,14,NA,,,,,TRUE,
cg04115659,-0.463517801,0.000203017,0.014955411,10,NA,PIK3AP1,Body,chr10:98479725-98480487,Island,TRUE,
cg04115680,-0.457697429,2.96E-05,0.007925712,7,NA,SRRM3,Body,chr7:75889086-75889345,Island,NA,
cg04117530,0.470773601,0.000277024,0.016723364,1,NA,C1orf55,TSS1500,chr1:226186803-226187336,S_Shore,NA,Promoter_Associated
cg04117832,-0.131780164,0.002195629,0.039365432,2,NA,ARL5A;ARL5A;ARL5A,TSS1500;TSS1500;TSS1500,chr2:152684475-152685131,S_Shore,NA,
cg04119529,0.208825036,0.002580297,0.04228592,16,NA,NTHL1,Body,chr16:2097465-2098365,N_Shelf,NA,
cg04121631,-0.413214053,0.00016404,0.013986718,1,NA,SAMD11,Body,chr1:875730-878363,N_Shore,TRUE,
cg04123941,0.617174672,0.002039087,0.038041956,15,NA,,,chr15:20786766-20788259,Island,NA,
cg04124606,0.852916806,0.003064073,0.045807605,8,NA,,,,,TRUE,Unclassified
cg04125303,0.346653455,0.000527201,0.021375946,16,NA,,,chr16:3232835-3234048,N_Shelf,NA,
cg04127342,-0.33216223,0.002894668,0.044597096,8,NA,PENK;PENK,Body;Body,chr8:57358126-57359415,Island,NA,Unclassified_Cell_type_specific
cg04131063,-0.493681133,0.001851725,0.036332685,1,NA,ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,,TRUE,
cg04131395,-0.427457355,0.000249849,0.016178388,16,NA,,,chr16:85171019-85171323,Island,NA,
cg04134096,-0.336515696,5.49E-05,0.009667385,3,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg04135106,-0.328191826,0.001952988,0.037229052,16,NA,,,,,NA,Unclassified_Cell_type_specific
cg04135372,-0.164962678,0.000893652,0.026302808,2,NA,INPP4A;INPP4A;INPP4A;INPP4A;INPP4A;INPP4A;INPP4A;INPP4A,1stExon;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR,chr2:99061174-99061848,Island,NA,Promoter_Associated
cg04135377,0.20458024,0.002591399,0.042321441,6,NA,,,,,TRUE,
cg04135806,0.466049708,0.001881609,0.03657456,16,NA,RAB40C,Body,chr16:638545-640705,S_Shelf,NA,
cg04136173,-0.374681373,0.00024259,0.016003091,3,NA,PLCD1;PLCD1;PLCD1;PLCD1,Body;1stExon;5'UTR;Body,chr3:38065743-38066822,Island,NA,Promoter_Associated
cg04137143,0.164572591,0.002655085,0.042846661,9,NA,,,chr9:132250466-132251123,N_Shore,NA,Promoter_Associated_Cell_type_specific
cg04137576,-0.298920103,0.000275831,0.016699179,1,NA,TP73,5'UTR,,,NA,
cg04137837,0.304972423,0.001954583,0.037243388,14,NA,,,,,NA,
cg04139449,-0.414572499,9.70E-06,0.006015089,6,NA,,,chr6:45630986-45631814,Island,NA,Unclassified_Cell_type_specific
cg04139849,-0.459756899,0.001603668,0.033994435,14,NA,FLJ44817,1stExon,chr14:69950459-69951916,Island,NA,
cg04140974,-0.173902858,0.000510453,0.021057637,6,NA,RNF144B,TSS1500,chr6:18387450-18387846,N_Shore,NA,Promoter_Associated_Cell_type_specific
cg04141218,0.393608271,0.001174708,0.029704801,11,NA,DEAF1,Body,chr11:694761-696375,N_Shelf,NA,
cg04141261,0.163678056,0.001095281,0.028820119,12,NA,SCARB1;SCARB1,Body;Body,,,TRUE,
cg04142864,-0.516614368,0.001983388,0.037507431,11,NA,PHLDB1;PHLDB1;PHLDB1,5'UTR;5'UTR;5'UTR,chr11:118478235-118481896,Island,NA,
cg04144533,0.246539986,0.002462541,0.041318507,1,NA,RASSF5;RASSF5,Body;Body,chr1:206680236-206681444,S_Shore,TRUE,
cg04145643,0.333693041,0.000650864,0.023152165,1,NA,PTCH2;PTCH2,Body;3'UTR,,,NA,
cg04147593,0.386366221,0.001070636,0.028544875,17,NA,SLC16A3;SLC16A3;SLC16A3,Body;Body;Body,chr17:80194424-80194777,S_Shore,TRUE,Promoter_Associated_Cell_type_specific
cg04149172,0.311837694,0.001761655,0.035509449,20,NA,UQCC;UQCC,TSS1500;TSS1500,,,NA,Promoter_Associated
cg04153882,0.43167137,5.18E-05,0.009425588,7,NA,WIPI2;WIPI2;WIPI2;WIPI2;WIPI2,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,chr7:5266921-5267306,S_Shelf,NA,
cg04154825,-0.224616705,0.002878234,0.044508039,3,NA,PARP9;DTX3L;PARP9;PARP9;PARP9;PARP9;PARP9;DTX3L,TSS200;1stExon;5'UTR;TSS200;TSS200;5'UTR;TSS200;5'UTR,chr3:122283002-122283594,Island,NA,Promoter_Associated
cg04155485,0.336693886,3.94E-06,0.004736073,7,NA,MIR589;FBXL18,TSS1500;Body,chr7:5534384-5534766,S_Shore,NA,
cg04155718,0.423679714,0.000416087,0.019465211,3,NA,NISCH,Body,chr3:52521674-52522612,N_Shore,NA,
cg04156219,-0.278664454,0.000988477,0.027565149,8,NA,,,,,TRUE,
cg04157194,-0.195731016,0.001229548,0.030330635,17,NA,,,,,NA,
cg04157272,-0.287704896,0.000989188,0.027566956,2,NA,,,,,TRUE,
cg04157658,0.295128474,0.001649482,0.034476367,11,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg04158698,0.215095423,0.001743835,0.035374975,1,NA,,,,,TRUE,
cg04160201,-0.292099636,9.83E-05,0.011674019,16,NA,ZFPM1,Body,,,NA,
cg04160694,0.323915624,0.00075263,0.024583198,5,NA,DBN1;DBN1,Body;Body,chr5:176881221-176883117,S_Shelf,NA,Unclassified_Cell_type_specific
cg04161902,0.416085446,0.0018483,0.036292574,1,NA,BAI2,5'UTR,chr1:32228347-32230252,N_Shore,TRUE,Unclassified
cg04164048,0.491121216,8.18E-05,0.011009834,16,NA,IL34;IL34,1stExon;5'UTR,,,NA,
cg04164584,0.316798256,0.00015361,0.013677207,17,NA,PHF12,Body,,,TRUE,
cg04164838,-0.236566226,0.001069215,0.028521304,19,NA,GIPC1;GIPC1;GIPC1;GIPC1;GIPC1;GIPC1,Body;Body;Body;Body;Body;Body,chr19:14591032-14591308,Island,NA,Unclassified_Cell_type_specific
cg04166385,-0.617564732,0.000102633,0.011859261,19,NA,,,chr19:40005648-40005869,N_Shelf,NA,
cg04166913,0.246383571,0.001946829,0.03716696,6,NA,BRD2;BRD2,Body;Body,,,NA,
cg04167239,-0.226671757,0.000227119,0.015587047,4,NA,ADRA2C,1stExon,chr4:3767072-3769789,Island,NA,Unclassified_Cell_type_specific
cg04167280,0.222469578,0.003037404,0.045624411,1,NA,FNDC5,3'UTR,,,NA,
cg04168670,-0.169584109,0.000286763,0.016883358,2,NA,CNTNAP5,TSS200,chr2:124782252-124783255,Island,NA,Unclassified_Cell_type_specific
cg04169102,0.303863781,0.000460263,0.020219761,22,NA,MICALL1,Body,chr22:38301954-38302871,S_Shelf,NA,
cg04170282,-0.383569675,0.001612924,0.034068963,7,NA,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,chr7:2026964-2027368,N_Shore,NA,
cg04172115,-0.220616111,0.001473801,0.032695069,6,NA,TNXB,Body,chr6:32055067-32055601,N_Shore,NA,
cg04172166,-0.363711247,0.000563556,0.021859192,16,NA,,,,,NA,
cg04172640,0.253780471,0.002741835,0.043474736,17,NA,,,,,NA,
cg04172771,0.351952843,0.000422492,0.019626728,8,NA,SNTG1,5'UTR,,,NA,
cg04173992,0.217981722,0.001316307,0.031188798,5,NA,PDGFRB,5'UTR,,,TRUE,
cg04174651,0.289269977,0.002100278,0.0385198,6,NA,,,,,TRUE,
cg04177517,0.178612093,0.000934627,0.02685686,19,NA,GPATCH1,TSS1500,chr19:33571758-33572194,N_Shore,NA,
cg04177945,0.42959285,0.000271473,0.01660038,14,NA,,,chr14:35838239-35838628,Island,NA,
cg04179908,0.27665294,0.000118766,0.012508978,19,NA,,,chr19:4037344-4038887,Island,NA,Unclassified_Cell_type_specific
cg04179952,-0.478385637,0.003156584,0.046434473,1,NA,NAV1,Body,chr1:201617041-201619788,Island,NA,
cg04181546,-0.251745157,0.002113248,0.038610546,9,NA,,,chr9:79630968-79631749,Island,NA,
cg04182226,-0.172068844,0.000344957,0.018068776,6,NA,TNXB;TNXB,Body;TSS1500,,,NA,
cg04185041,0.279524208,0.000365665,0.018495543,16,NA,FAM65A,5'UTR,chr16:67562575-67563390,S_Shore,NA,Promoter_Associated
cg04186815,0.333908586,5.87E-05,0.009866206,16,NA,SPG7,Body,,,NA,
cg04188351,0.26883108,0.003136172,0.04632891,11,NA,CD59;CD59;CD59;CD59;CD59;CD59;CD59;CD59,5'UTR;TSS1500;5'UTR;TSS1500;5'UTR;TSS1500;TSS1500;5'UTR,,,TRUE,
cg04194479,0.269764438,0.001942059,0.037126842,16,NA,RUNDC2C,Body,,,NA,
cg04194840,0.40450797,0.001133142,0.029229956,16,NA,NDRG4;NDRG4;NDRG4,3'UTR;3'UTR;3'UTR,chr16:58549027-58550016,N_Shelf,NA,
cg04194947,-0.256872138,0.000153405,0.013677207,2,NA,,,chr2:177012371-177012675,N_Shore,NA,
cg04195127,-0.44651548,7.81E-05,0.010799451,16,TRUE,WFDC1,1stExon,chr16:84328519-84328720,Island,TRUE,
cg04195133,-0.212648226,4.42E-05,0.008913119,10,NA,PNLIPRP2,Body,chr10:118387017-118387476,N_Shelf,NA,
cg04198075,0.303547618,0.002983922,0.04522022,10,NA,DIP2C,Body,,,NA,
cg04202620,-0.398546796,0.001964281,0.037323599,8,NA,ARHGEF10,Body,,,NA,
cg04204557,0.320626968,0.002137677,0.038821861,21,NA,KRTAP10-11;C21orf29,TSS1500;Body,,,NA,
cg04204669,-0.244309155,0.002420569,0.041026687,11,NA,TH;TH;TH,TSS1500;TSS1500;TSS1500,,,NA,
cg04205412,-0.374939423,0.001423278,0.032199013,17,NA,,,,,TRUE,
cg04205769,-0.455514223,0.000892776,0.02628935,1,NA,DPH5;DPH5;DPH5,Body;Body;Body,chr1:101491317-101491680,N_Shelf,NA,
cg04207084,-0.262916327,0.002057961,0.038160374,7,NA,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,chr7:157476886-157486719,Island,NA,Unclassified_Cell_type_specific
cg04207306,0.151518898,0.001239667,0.030431994,9,NA,AK1,5'UTR,chr9:130639738-130640143,N_Shore,TRUE,
cg04208403,0.204734194,0.001488249,0.032854825,16,NA,ZNF423,Body,chr16:49526248-49526664,N_Shore,TRUE,Unclassified
cg04209911,-0.232751759,0.003311444,0.047489747,1,NA,FAM5B,TSS1500,chr1:177140120-177140323,Island,TRUE,
cg04210714,0.205727222,0.001590357,0.033853784,3,NA,,,,,NA,
cg04214629,0.40274906,0.000424344,0.019654635,7,NA,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,Body;Body;Body;Body;Body;Body,chr7:710146-710630,S_Shore,NA,
cg04214946,0.278601929,0.003166163,0.046490139,6,NA,CDKN1A;CDKN1A,Body;Body,chr6:36651874-36652135,Island,NA,
cg04215757,0.388190148,0.000115722,0.012395422,17,NA,MED9,Body,,,NA,
cg04217496,-0.272227238,0.001422274,0.032198599,13,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg04217927,-0.404951726,0.000795318,0.025028234,11,NA,AGBL2,TSS1500,chr11:47736739-47737106,Island,NA,Promoter_Associated
cg04218030,0.24097525,6.56E-05,0.010323214,21,NA,KRTAP10-11;C21orf29,1stExon;Body,,,TRUE,
cg04218345,-0.121443644,0.002732503,0.043402929,3,NA,FGF12,Body,chr3:192232072-192233137,Island,NA,
cg04222986,-0.351961389,4.85E-05,0.009263781,11,NA,,,,,NA,
cg04225089,-0.284603758,0.000530244,0.021391468,17,NA,TRIM47,1stExon,chr17:73873528-73874923,Island,NA,
cg04226815,0.42075209,0.001246643,0.030483027,1,NA,FAM189B;FAM189B,TSS200;TSS200,chr1:155224624-155225655,Island,NA,Promoter_Associated
cg04227922,-0.267814924,0.001726024,0.035226479,2,NA,,,chr2:119613031-119615565,Island,NA,Unclassified_Cell_type_specific
cg04228083,0.495760951,0.000713977,0.024010132,4,NA,LOC100130872-SPON2;LOC100130872,TSS200;Body,chr4:1202956-1203200,N_Shore,NA,
cg04231019,-0.323781668,0.003033628,0.045606934,16,NA,UMOD;UMOD,5'UTR;5'UTR,chr16:20359767-20360498,S_Shelf,NA,
cg04231166,-0.12706097,0.001542721,0.03338403,3,NA,TRA2B,Body,chr3:185655056-185656029,Island,NA,Unclassified
cg04231467,-0.465519131,0.000655109,0.023236393,5,NA,TRIM41;TRIM41,TSS200;TSS200,chr5:180650099-180650679,Island,NA,NonGene_Associated
cg04231677,0.384747529,0.000135256,0.013060609,1,NA,FAM129A,Body,,,TRUE,
cg04232649,0.470419503,0.000491041,0.020694593,5,TRUE,CCNG1;CCNG1,TSS200;TSS200,chr5:162864384-162865007,Island,NA,Promoter_Associated
cg04234412,-1.057044582,0.00364485,0.04973094,22,NA,LOC391322,Body,chr22:24372912-24373725,Island,NA,Promoter_Associated
cg04238185,0.259159726,0.000975448,0.027368511,3,NA,EPHA3;EPHA3,Body;Body,chr3:89163635-89164107,S_Shore,TRUE,Unclassified
cg04239645,-0.297099468,0.003594627,0.049412039,17,NA,,,,,NA,
cg04242559,0.248651794,0.000881012,0.026141328,16,NA,,,chr16:1435193-1435583,Island,NA,
cg04242728,0.209954372,0.003681218,0.0499388,16,NA,TBC1D24,5'UTR,,,NA,
cg04243033,0.217759316,0.002672779,0.042947133,7,NA,ST7;ST7,Body;Body,,,TRUE,
cg04243401,-0.223189941,0.003181579,0.046585363,14,NA,PAX9,5'UTR,chr14:37126786-37128274,S_Shore,NA,
cg04244857,0.313988139,0.001414108,0.032140276,17,NA,DNAH2,Body,chr17:7671134-7671403,Island,NA,
cg04245131,-0.435369528,0.002475348,0.041434275,1,NA,,,,,TRUE,
cg04245402,0.298362535,0.0005385,0.02150241,19,TRUE,C19orf21,5'UTR,,,NA,
cg04247530,0.630205648,4.11E-05,0.008832132,8,NA,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;Body;Body;Body;Body;Body,chr8:144990270-145002135,Island,NA,Unclassified_Cell_type_specific
cg04247603,-0.388688926,0.003076363,0.045886184,6,NA,,,chr6:5994909-5995203,N_Shore,NA,
cg04249142,-0.228919554,0.00270813,0.043195925,19,NA,NR2F6,1stExon,chr19:17355181-17356471,Island,NA,
cg04250587,-0.206746076,0.001463347,0.032547533,11,NA,,,chr11:67478312-67479595,N_Shore,NA,
cg04252616,0.241713755,0.000653428,0.023209145,1,NA,,,chr1:149646603-149646851,Island,NA,
cg04255391,0.266195064,1.18E-05,0.006280153,8,NA,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;Body;Body;Body;Body;Body,chr8:145008908-145009407,N_Shore,NA,Unclassified
cg04260955,-0.204058202,0.00030388,0.017231525,1,NA,,,,,TRUE,Unclassified
cg04262505,-0.261541041,0.003104804,0.046085154,2,NA,,,,,TRUE,
cg04267345,-0.280995642,0.000470568,0.020410262,14,NA,NFATC4,TSS1500,chr14:24835810-24836220,N_Shore,NA,Unclassified
cg04267772,-0.286031895,0.000129768,0.012932292,16,NA,CARHSP1;CARHSP1,TSS1500;TSS1500,chr16:8962189-8963190,S_Shore,NA,
cg04268401,0.33692057,0.000402343,0.019205345,7,NA,AGAP3;AGAP3,Body;Body,chr7:150817005-150817237,S_Shore,NA,Unclassified_Cell_type_specific
cg04269188,-0.18513046,0.003650549,0.049765182,14,NA,BRF1,TSS1500,chr14:105766558-105767996,Island,NA,Promoter_Associated
cg04269193,-0.375139362,0.000238932,0.015932196,14,NA,,,,,TRUE,
cg04270489,0.270721782,0.001102054,0.028888595,11,NA,,,,,TRUE,Unclassified
cg04273422,-0.289093231,0.003169692,0.046517778,19,NA,TUBB4,Body,chr19:6502090-6502411,N_Shelf,NA,
cg04274356,-0.383880493,0.002625703,0.0426053,10,NA,,,,,TRUE,
cg04274827,-0.38374958,0.00157811,0.033720282,7,NA,,,chr7:157276326-157276556,S_Shore,NA,
cg04277232,0.218547898,0.003265688,0.047173342,6,NA,ATP6V1G2;ATP6V1G2,3'UTR;3'UTR,chr6:31509668-31509896,S_Shelf,NA,
cg04279449,0.28381244,0.000105051,0.011990298,11,NA,TMEM80;TMEM80,3'UTR;3'UTR,chr11:705794-706534,N_Shore,NA,Unclassified_Cell_type_specific
cg04281204,0.300172379,0.003391235,0.048072745,10,TRUE,DCLRE1A,1stExon,chr10:115614373-115615056,N_Shore,NA,
cg04282138,-0.198542209,0.000375329,0.018661345,1,NA,,,chr1:98510966-98511710,Island,TRUE,Unclassified_Cell_type_specific
cg04283838,0.391060324,0.000276618,0.016710258,4,NA,KIAA0232;KIAA0232,Body;Body,,,TRUE,
cg04284140,0.453853985,0.000145627,0.01340287,7,NA,POLD2;POLD2,TSS1500;TSS1500,chr7:44162850-44163720,S_Shore,NA,
cg04285177,0.357110525,0.000931476,0.026820434,9,NA,INPP5E,Body,chr9:139332839-139334501,N_Shore,TRUE,Unclassified_Cell_type_specific
cg04285418,-0.417198971,8.28E-06,0.005935399,2,NA,GTDC1,5'UTR,chr2:145089453-145090397,Island,NA,Promoter_Associated
cg04285855,-0.167586405,0.002418797,0.041015218,14,NA,PACS2;PACS2,Body;Body,chr14:105796420-105796749,N_Shelf,NA,
cg04286030,-0.40527886,4.75E-05,0.009178962,1,NA,MORN1,Body,chr1:2316353-2316749,N_Shelf,TRUE,Unclassified
cg04286194,-0.41750759,1.91E-06,0.004191587,5,NA,,,chr5:54519054-54519628,N_Shore,NA,Unclassified_Cell_type_specific
cg04289575,0.283334193,0.000178326,0.014428589,15,NA,CD276;CD276,TSS1500;TSS1500,chr15:73976559-73977323,N_Shore,NA,Unclassified_Cell_type_specific
cg04289959,0.606128925,7.60E-05,0.01069465,16,NA,FBRS,TSS200,,,NA,
cg04293085,-0.56836691,0.001128258,0.029182361,20,NA,ADRA1D,Body,chr20:4202148-4202765,Island,NA,Unclassified
cg04295144,-0.571470978,5.85E-05,0.009837858,19,NA,ICAM5,Body,chr19:10406934-10407342,Island,NA,
cg04298196,-0.308438301,0.000562272,0.021852154,4,NA,PDE5A;PDE5A;PDE5A,TSS1500;Body;TSS200,chr4:120548203-120550250,Island,NA,
cg04299135,-0.322715396,0.000118775,0.012508978,11,NA,BARX2,TSS1500,chr11:129243998-129244567,Island,NA,Unclassified
cg04299808,0.40497023,4.39E-05,0.008897197,16,NA,SNN,Body,,,NA,
cg04304770,-0.37537091,7.18E-05,0.010510755,17,NA,TBX2;TBX2,5'UTR;1stExon,chr17:59473060-59483266,Island,NA,
cg04305599,0.380816707,0.002535452,0.041910915,2,NA,REEP1;REEP1;REEP1;REEP1,TSS1500;TSS1500;TSS1500;TSS1500,chr2:86564242-86565068,S_Shore,NA,
cg04306135,-0.222816275,0.001342096,0.031457035,19,NA,FIZ1,3'UTR,chr19:56103728-56104971,N_Shore,TRUE,
cg04307587,0.296043577,0.000790289,0.024949909,19,NA,ZNF576;ZNF576,3'UTR;3'UTR,chr19:44100133-44100840,S_Shelf,NA,
cg04308185,-0.393187379,0.000892548,0.026288453,17,NA,ORMDL3,TSS1500,chr17:38083226-38084052,S_Shore,NA,Promoter_Associated
cg04308797,0.443316457,0.001373785,0.031729823,17,NA,SEC14L1;SEC14L1;SEC14L1;SEC14L1;SEC14L1,Body;Body;Body;Body;Body,chr17:75209459-75209672,N_Shelf,NA,
cg04309384,-0.551218572,4.56E-06,0.004895824,1,NA,FAM43B,TSS1500,chr1:20878894-20880592,N_Shore,NA,
cg04312620,-0.529148314,0.001774091,0.035643765,20,NA,SALL4,TSS200,chr20:50417312-50419045,S_Shore,NA,
cg04314261,-0.332446052,0.003411405,0.048237744,12,NA,CLEC12B;CLEC12B,TSS200;TSS200,,,NA,
cg04314361,0.336016118,0.002457911,0.041285196,2,NA,,,,,TRUE,
cg04315086,0.582655713,0.000303499,0.017231525,1,NA,C1orf159,Body,chr1:1023143-1023347,Island,NA,
cg04316353,0.250369468,0.003048066,0.045710956,6,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg04317147,0.158266217,0.002506978,0.041663518,1,NA,ARTN;ARTN;ARTN,TSS1500;TSS1500;TSS1500,chr1:44399068-44399535,N_Shore,NA,
cg04319617,0.416047171,0.001303438,0.031085699,3,NA,GRM2;GRM2,Body;Body,chr3:51749754-51750061,Island,NA,
cg04319990,0.416839112,0.000864018,0.025937783,10,NA,,,chr10:134884426-134884646,S_Shore,NA,
cg04320257,-0.135595953,0.001917774,0.036886489,3,NA,,,chr3:75707623-75708198,N_Shore,NA,
cg04322572,-0.374762523,1.02E-05,0.006089575,10,NA,,,,,TRUE,
cg04323785,-0.196345865,0.001400287,0.032025761,20,NA,,,chr20:21694472-21695344,S_Shelf,NA,
cg04326499,0.354772023,0.000252001,0.016232368,6,NA,,,chr6:45630986-45631814,N_Shelf,NA,Unclassified_Cell_type_specific
cg04328562,-0.319192976,3.29E-05,0.008222799,19,NA,CNN1;CNN1,1stExon;5'UTR,,,TRUE,
cg04329105,0.469178656,0.003148642,0.046400442,14,NA,GPR135,TSS1500,chr14:59930634-59932251,S_Shore,NA,Promoter_Associated_Cell_type_specific
cg04330371,-0.349097437,0.000192819,0.014752388,15,NA,NR2F2;NR2F2;NR2F2;MIR1469;NR2F2,TSS200;1stExon;Body;TSS1500;TSS1500,chr15:96873408-96877721,Island,NA,
cg04330597,-0.471014604,0.001020466,0.027925806,2,NA,SH3BP4,5'UTR,,,NA,
cg04331189,0.346886684,0.003111226,0.046131018,2,NA,WDSUB1;WDSUB1;WDSUB1,5'UTR;5'UTR;5'UTR,chr2:160142607-160143567,N_Shore,NA,
cg04331511,0.178177666,3.45E-05,0.008383016,6,NA,LSM2,TSS1500,chr6:31774475-31774862,S_Shore,NA,
cg04337534,0.244980756,0.00084487,0.025762395,11,NA,GAL3ST3,TSS200,chr11:65816404-65816665,S_Shore,NA,Unclassified_Cell_type_specific
cg04338156,-0.383284346,1.82E-05,0.007125105,16,NA,,,chr16:29196537-29196771,N_Shore,NA,
cg04338890,-0.243213335,0.002409451,0.040943241,16,NA,,,chr16:57023190-57023768,N_Shelf,NA,
cg04339613,-0.455118019,0.001807989,0.035942477,10,NA,EBF3,Body,chr10:131756690-131758787,Island,NA,
cg04340513,0.41294578,0.000402189,0.019201413,3,NA,,,,,NA,
cg04340595,0.447927026,0.000724621,0.024169839,1,NA,CLSTN1;CLSTN1,3'UTR;3'UTR,chr1:9790292-9790704,N_Shore,NA,Promoter_Associated_Cell_type_specific
cg04340895,-0.569070693,4.81E-05,0.009236876,4,NA,COMMD8,Body,chr4:47465510-47465819,N_Shelf,NA,
cg04342110,-0.31494425,0.001684525,0.034817609,19,NA,RYR1;RYR1,Body;Body,chr19:38943381-38943735,S_Shelf,NA,Unclassified_Cell_type_specific
cg04343789,0.427418857,4.77E-05,0.009199054,16,NA,RAB11FIP3;RAB11FIP3,Body;TSS1500,,,NA,
cg04344000,0.302115003,0.000420054,0.019568292,6,NA,DCBLD1,Body,chr6:117869097-117869530,S_Shore,TRUE,Promoter_Associated
cg04344486,0.202252193,0.001041072,0.028196481,8,NA,,,,,NA,
cg04344695,0.1772965,0.003020267,0.045504068,15,NA,CA12;CA12,Body;Body,,,TRUE,
cg04344792,-0.287741645,5.87E-05,0.009866206,11,NA,,,,,TRUE,
cg04345034,0.384814595,0.002884293,0.044542113,15,NA,,,,,TRUE,Unclassified
cg04345366,0.267382045,0.002398234,0.040878828,12,NA,SFRS8,Body,chr12:132219327-132219539,N_Shore,NA,
cg04346128,0.252771556,0.002370487,0.040656649,5,NA,KCTD16,5'UTR,chr5:143584743-143585064,N_Shore,TRUE,
cg04346701,0.423187398,0.000171531,0.014214072,14,NA,RTN1;RTN1;RTN1,Body;Body;Body,chr14:60097208-60097553,N_Shore,NA,
cg04346879,-0.204594342,1.27E-05,0.006355827,19,NA,CHAF1A,1stExon,chr19:4402483-4403091,Island,NA,Promoter_Associated
cg04347414,0.532213719,2.46E-05,0.007450487,1,NA,PRKCZ;PRKCZ;PRKCZ,Body;Body;Body,chr1:2082314-2082529,S_Shore,NA,Unclassified_Cell_type_specific
cg04347820,-0.442334856,0.000930219,0.026808895,1,NA,AMPD2,TSS1500,chr1:110162464-110162716,N_Shore,TRUE,Unclassified_Cell_type_specific
cg04348222,-0.164005596,0.001629496,0.0342934,1,NA,MARCKSL1,TSS1500,chr1:32800859-32802229,S_Shore,NA,
cg04350120,-0.347178878,0.000908037,0.026485049,8,NA,RUNX1T1;RUNX1T1;RUNX1T1;RUNX1T1,Body;Body;Body;Body,,,NA,
cg04350136,0.328739925,0.001315749,0.031183926,6,NA,C6orf136;C6orf136;C6orf136,Body;Body;Body,chr6:30614721-30615643,S_Shore,NA,
cg04350571,0.232424687,0.00310931,0.046120167,8,NA,LYNX1;LYNX1;LYNX1;LYNX1,3'UTR;3'UTR;3'UTR;Body,chr8:143858279-143859411,N_Shelf,NA,Unclassified_Cell_type_specific
cg04352006,-0.418023261,0.000444847,0.019992978,20,NA,,,chr20:36322168-36322586,N_Shelf,NA,
cg04356980,-0.266862552,0.00084709,0.025797473,10,NA,CCDC147;CCDC147,1stExon;5'UTR,,,NA,Unclassified_Cell_type_specific
cg04359602,-0.508999805,0.002815826,0.044040577,14,NA,NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,chr14:21492735-21494270,S_Shore,TRUE,
cg04359828,0.397735064,0.00019503,0.014820865,10,NA,ARHGAP12,5'UTR,chr10:32216901-32217102,N_Shore,NA,
cg04360210,-0.144624993,0.003349392,0.047771381,20,NA,AVP,Body,chr20:3063005-3064146,Island,TRUE,
cg04360675,-0.455393601,0.001623204,0.03421527,4,NA,,,,,TRUE,
cg04361926,0.203362138,0.001841201,0.036252578,16,NA,,,chr16:89070646-89070904,N_Shore,NA,
cg04362112,0.346317109,0.000311256,0.017423407,1,NA,MST1P9,TSS1500,,,NA,
cg04365452,-0.213678309,0.001284837,0.030900702,6,NA,,,chr6:26689803-26690092,Island,NA,
cg04366880,-0.494147926,9.01E-05,0.011368392,10,NA,,,,,TRUE,
cg04367252,-0.253767913,0.001284063,0.030899977,11,NA,ALX4,TSS1500,chr11:44330542-44331761,S_Shore,NA,
